Cite as: CAIT Climate Data Explorer. 2015. Washington; DC: World Resources Institute. Available online at:•À_http://cait.wri.org.•À_ Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014; FAOSTAT Emissions Database. Any use of CO2•À_emissions from fuel combustion data should be cited as CO2•À_Emissions from Fuel Combustion; •À_OECD/IEA; 2014.;;;;;;;;;;;;;;;;;
;;Total GHG;;Emissions by Gas excluding LUCF;;;;Emissions by Gas including LUCF;;;Emissions by Sector;;;;;;Emissions by Energy Sub-Sector;;;;
Country;Year;Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e);Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?);Total CO2 (excluding Land-Use Change and Forestry) (MtCO2);Total CH4 (MtCO2e);Total N2O (MtCO2e);Total F-Gas (MtCO2e);Total CO2 (including Land-Use Change and Forestry) (MtCO2);Total CH4 (including Land-Use Change and Forestry) (MtCO2e);Total N2O (including Land-Use Change and Forestry) (MtCO2e);Energy (MtCO2e);Industrial Processes (MtCO2e);Agriculture (MtCO2e);Waste (MtCO2e);Land-Use Change and Forestry (MtCO2);Bunker Fuels (MtCO2);Electricity/Heat (MtCO2);Manufacturing/Construction (MtCO2);Transportation (MtCO2);Other Fuel Combustion (MtCO2e);Fugitive Emissions (MtCO2e)
Rwanda;1993;3.870.480.425;1.293.397.042;0.491;24.854;0.8936;0.0005;9.497.546;2.536.170.676;0.89971026;;0.0299;14.082;10.681;90.635;;;;;;0
Rwanda;1994;3.850.933.442;1.302.761.344;0.469;25.321;0.8491;0.0007;9.588.752;2.582.862.809;0.855273981;;0.0044;13.324;10.808;91.767;;;;;;0
Rwanda;1995;3.733.312.459;1.302.317.246;0.4617;2.515;0.7557;0.0009;9.694.614;2.565.764.942;0.761897703;;0.0046;11.438;10.936;92.899;;;;;;0
Rwanda;1996;386.293.763;1.324.666.763;0.48;25.682;0.813;0.0018;9.815.964;2.611.948.261;0.816979608;;0.0238;12.449;11.269;93.837;;;;;;0
Rwanda;1997;3.959.958.801;136.402.988;0.4946;26.107;0.852;0.0026;1.002.861;2.729.451.581;0.879601514;;0.032;13.171;11.603;96.803;;;;;;0
Rwanda;1998;4.082.215.971;1.388.298.597;0.4873;26.845;0.9069;0.0035;10.174.342;27.836.949;0.921433419;;0.0328;14.365;11.937;98.008;;;;;;0
Rwanda;1999;4.262.369.142;1.392.706.914;0.513;27.683;0.9767;0.0044;1.014.216;2.799.898.219;0.980625325;;0.0374;15.808;1.227;96.647;;;;;;0
Rwanda;2000;4.316.480.313;1.405.784.031;0.5276;27.703;10.133;0.0053;10.243.326;2.793.361.539;101.589.723;;0.0419;16.101;12.604;97.414;;;;;;0
Rwanda;2001;4.438.054.087;-3.982.325.913;0.5276;2.844;10.596;0.0068;-7.918.254;2.868.069.405;1.061.043.033;;0.0508;17.029;12.994;-84.204;;;;;;0
Rwanda;2002;4.547.951.862;-4.229.318.138;0.5313;29.047;11.035;0.0084;-830.983;2.959.517.272;1.112.628.836;;0.0597;17.802;13.384;-87.773;;;;;;0
Rwanda;2003;4.808.593.636;-4.326.316.364;0.5203;30.666;12.118;0.0099;-8.696.402;3.140.825.138;1.219.324.639;;0.0612;2.023;13.775;-91.349;;;;;;0
Rwanda;2004;4.980.105.411;-4.677.974.589;0.5276;31.567;12.843;0.0115;-9.208.304;3.224.913.005;1.293.910.442;;0.0628;21.584;14.165;-96.581;;;;;;0
Rwanda;2005;5.076.899.185;-5.150.060.815;0.5276;3.213;13.232;0.0131;-9.741.854;3.250.760.871;1.327.976.245;;0.0644;22.264;14.555;-10.227;;;;;;0
Rwanda;2006;5.299.647.734;4.623.737.734;0.5276;33.456;14.112;0.0152;-0.188254;3.381.432.213;1.415.317.325;;0.0665;23.867;14.988;-0.6759;;;;;;0
Rwanda;2007;5.612.194.283;4.925.354.283;0.5533;35.243;15.172;0.0174;-0.168806;3.558.643.555;1.518.088.406;;0.0687;26.111;15.422;-0.6868;;;;;;0
Rwanda;2008;5.823.270.831;5.196.380.831;0.5423;36.624;1.599;0.0196;-0.143018;3.716.484.897;1.603.299.486;;0.0709;27.708;15.855;-0.6269;;;;;;0
Rwanda;2009;600.999.138;529.229.138;0.5716;37.503;16.663;0.0218;-0.179976;3.783.796.239;1.666.670.566;;0.0694;28.657;16.288;-0.7177;;;;;;0
Rwanda;2010;6.280.375.929;5.690.485.929;0.5862;39.056;17.646;0.024;-0.07214;3.970.347.581;1.768.291.647;;0.0716;3.059;16.721;-0.5899;;;;;;0
Rwanda;2011;6.287.226.267;5.515.076.267;0.6595;38.744;17.267;0.0265;-0.1465;3.905.759.664;1.729.278.048;;0.0742;29.281;17.221;-0.7722;;;;;;0
Rwanda;2012;6.490.366.606;5.721.836.606;0.7693;39.069;17.851;0.0291;-0.03659;3.940.861.747;178.847.445;;;29.571;1.772;-0.7685;;;;;;0
Saint Kitts & Nevis;1990;0.129538021;0.101708021;0.066;0.0519;0.0117;0;0.038122;0.051890705;0.011695316;;0;0.0082;0.0525;-0.0278;;;;;;0
Saint Kitts & Nevis;1991;0.138142878;0.110312878;0.0733;0.0523;0.0125;0.0001;0.04545;0.052287165;0.012523207;;0.0001;0.009;0.0529;-0.0278;;;;;;0
Saint Kitts & Nevis;1992;0.138679734;0.110849734;0.0733;0.0526;0.0127;0.0001;0.04545;0.052643625;0.012651098;;0.0001;0.0091;0.0532;-0.0278;;;;;;0
Saint Kitts & Nevis;1993;0.152068591;0.124238591;0.0843;0.053;0.0147;0.0002;0.056442;0.052970084;0.014668988;;0.0002;0.011;0.0536;-0.0278;;;;;;0
Saint Kitts & Nevis;1994;0.155629448;0.127799448;0.0879;0.0533;0.0142;0.0002;0.060106;0.053326544;0.014156879;;0.0002;0.0105;0.0539;-0.0278;;;;;;0
Saint Kitts & Nevis;1995;0.162954304;0.135124304;0.0953;0.0536;0.0138;0.0003;0.067434;0.053623004;0.01380477;;0.0003;0.01;0.0543;-0.0278;;;;;;0
Saint Kitts & Nevis;1996;0.172330811;0.144500811;0.1026;0.0545;0.0146;0.0007;0.074762;0.054507136;0.01455687;;0.0007;0.0107;0.0549;-0.0278;;;;;;0
Saint Kitts & Nevis;1997;0.174749319;0.146919319;0.1026;0.0551;0.016;0.0011;0.074762;0.055101269;0.01596897;;0.0011;0.0117;0.0555;-0.0278;;;;;;0
Saint Kitts & Nevis;1998;0.176237826;0.148407826;0.1026;0.0558;0.0164;0.0015;0.074762;0.055795401;0.01635107;;0.0015;0.0118;0.0561;-0.0278;;;;;;0
Saint Kitts & Nevis;1999;0.177806333;0.149976333;0.1026;0.0565;0.0168;0.0019;0.074762;0.056499533;0.01680317;;0.0019;0.0121;0.0567;-0.0278;;;;;;0
Saint Kitts & Nevis;2000;0.17961484;0.15178484;0.1026;0.0573;0.0174;0.0023;0.074762;0.057263666;0.01743527;;0.0023;0.0125;0.0573;-0.0278;;;;;;0
Saint Kitts & Nevis;2001;0.261613935;0.245483935;0.1832;0.0578;0.0176;0.0031;0.16707;0.05778194;0.01755519;;0.0031;0.0125;0.0579;-0.0161;;;;;;0
Saint Kitts & Nevis;2002;0.27252103;0.25639103;0.1979;0.0583;0.0125;0.0038;0.181726;0.058310215;0.01252511;;0.0038;0.0073;0.0584;-0.0161;;;;;;0
Saint Kitts & Nevis;2003;0.297196125;0.281066125;0.2198;0.0588;0.0139;0.0046;0.20371;0.058838489;0.013935029;;0.0046;0.0086;0.0589;-0.0161;;;;;;0
Saint Kitts & Nevis;2004;0.30487522;0.28874522;0.2272;0.0594;0.013;0.0053;0.211038;0.059406764;0.012964949;;0.0053;0.0075;0.0595;-0.0161;;;;;;0
Saint Kitts & Nevis;2005;0.313604316;0.297474316;0.2345;0.0599;0.0132;0.0061;0.218366;0.059855039;0.013164869;;0.0061;0.0075;0.06;-0.0161;;;;;;0
Saint Kitts & Nevis;2006;0.312537481;0.312537481;0.2345;0.0587;0.0123;0.0071;0.234496;0.058684041;0.012261849;;0.0071;0.0049;0.0605;0;;;;;;0
Saint Kitts & Nevis;2007;0.328946646;0.328946646;0.2492;0.0593;0.0124;0.0081;0.249152;0.059253043;0.012438829;;0.0081;0.005;0.061;0;;;;;;0
Saint Kitts & Nevis;2008;0.330979811;0.330979811;0.2492;0.06;0.0128;0.0091;0.249152;0.059952046;0.012765809;;0.0091;0.0055;0.0615;0;;;;;;0
Saint Kitts & Nevis;2009;0.343494976;0.343494976;0.2601;0.0604;0.0128;0.0101;0.260144;0.060421048;0.012812789;;0.0101;0.0054;0.0619;0;;;;;;0
Saint Kitts & Nevis;2010;0.345088141;0.345088141;0.2601;0.0609;0.0129;0.0111;0.260144;0.060890051;0.012929769;;0.0111;0.0054;0.0624;0;;;;;;0
Saint Kitts & Nevis;2011;0.354369483;0.354369483;0.2675;0.0614;0.0132;0.0123;0.267472;0.061439402;0.013205592;;0.0123;0.0057;0.0629;0;;;;;;0
Saint Kitts & Nevis;2012;0.339280825;0.339280825;0.2507;0.0619;0.0133;0.0134;0.25068;0.061928754;0.013291414;;;0.0057;0.0634;0;;;;;;0
Saint Lucia;1990;0.792701001;0.681891001;0.1649;0.5931;0.0347;0;0.05407;;;;0;0.0471;0.5791;-0.1108;;;;;;0
Saint Lucia;1991;0.811595161;0.631135161;0.1722;0.6005;0.0388;0.0001;-0.008252;;;;0.0001;0.0512;0.5866;-0.1805;;;;;;0
Saint Lucia;1992;0.852247321;0.670317321;0.2052;0.608;0.0389;0.0001;0.023254;;;;0.0001;0.0513;0.594;-0.1819;;;;;;0
Saint Lucia;1993;0.881797481;0.698397481;0.2272;0.6154;0.039;0.0002;0.043768;;;;0.0002;0.0513;0.6015;-0.1834;;;;;;0
Saint Lucia;1994;0.93887364;0.75401364;0.2638;0.6228;0.052;0.0003;0.078948;;;;0.0003;0.0642;0.6089;-0.1849;;;;;;0
Saint Lucia;1995;10.069.218;0.8205918;0.3114;0.6302;0.0649;0.0003;0.12511;;;;0.0003;0.0771;0.6164;-0.1863;;;;;;0
Saint Lucia;1996;1.044.354.061;0.856554061;0.3298;0.636;0.0779;0.0007;0.14196;;;;0.0007;0.0899;0.6221;-0.1878;;;;;;0
Saint Lucia;1997;1.036.476.322;0.847206322;0.3114;0.6418;0.0821;0.0011;0.12217;;;;0.0011;0.0941;0.6278;-0.1893;;;;;;0
Saint Lucia;1998;0.990624582;0.799894582;0.3078;0.6477;0.0337;0.0015;0.117046;;;;0.0015;0.0457;0.6334;-0.1907;;;;;;0
Saint Lucia;1999;1.006.798.843;0.814598843;0.3188;0.6535;0.0327;0.0019;0.126568;;;;0.0019;0.0446;0.6391;-0.1922;;;;;;0
Saint Lucia;2000;1.019.943.104;0.826273104;0.3298;0.6564;0.0316;0.0022;0.13609;;;;0.0022;0.0406;0.6448;-0.1937;;;;;;0
Saint Lucia;2001;1.057.053.981;0.972633981;0.3627;0.6598;0.0316;0.0029;0.278316;;;;0.0029;0.0406;0.6483;-0.0844;;;;;;0
Saint Lucia;2002;1.012.208.859;0.927608859;0.3261;0.6636;0.019;0.0035;0.241496;;;;0.0035;0.0283;0.6517;-0.0846;;;;;;0
Saint Lucia;2003;1.049.729.736;0.964959736;0.3591;0.667;0.0195;0.0042;0.274302;;;;0.0042;0.0287;0.6551;-0.0848;;;;;;0
Saint Lucia;2004;1.050.830.613;0.965880613;0.3554;0.6707;0.0199;0.0048;0.270458;;;;0.0048;0.0294;0.6585;-0.085;;;;;;0
Saint Lucia;2005;106.617.749;0.98104749;0.3664;0.6741;0.0202;0.0054;0.28127;;;;0.0054;0.0296;0.662;-0.0851;;;;;;0
Saint Lucia;2006;1.069.463.213;1.069.463.213;0.3664;0.677;0.0198;0.0062;0.3664;;;;0.0062;0.0291;0.6649;0;;;;;;0
Saint Lucia;2007;1.093.048.936;1.093.048.936;0.3847;0.6803;0.021;0.007;0.38472;;;;0.007;0.0306;0.6679;0;;;;;;0
Saint Lucia;2008;1.108.466.659;1.108.466.659;0.3957;0.6837;0.0212;0.0078;0.395712;;;;0.0078;0.0313;0.6709;0;;;;;;0
Saint Lucia;2009;1.102.070.382;1.102.070.382;0.3847;0.6869;0.0219;0.0085;0.38472;;;;0.0085;0.0321;0.6738;0;;;;;;0
Saint Lucia;2010;1.125.226.105;1.125.226.105;0.403;0.6899;0.0229;0.0093;0.40304;;;;0.0093;0.0331;0.6768;0;;;;;;0
Saint Lucia;2011;1.131.706.449;1.131.706.449;0.4067;0.6925;0.0223;0.0102;0.406704;;;;0.0102;0.0325;0.6793;0;;;;;;0
Saint Lucia;2012;1.143.858.794;1.143.858.794;0.4157;0.6951;0.022;0.0111;0.41567;;;;;0.0322;0.6818;0;;;;;;0
Saint Vincent & Grenadines;1990;0.152708739;0.088698739;0.0806;0.0594;0.0127;0;0.016598;;;;0;0.022;0.0499;-0.064;;;;;;0
Saint Vincent & Grenadines;1991;0.148408378;0.067588378;0.0769;0.0592;0.0123;0;-0.003876;;;;0;0.0209;0.0503;-0.0808;;;;;;0
Saint Vincent & Grenadines;1992;0.156320017;0.075150017;0.0843;0.0597;0.0123;0;0.003102;;;;0;0.0211;0.0507;-0.0812;;;;;;0
Saint Vincent & Grenadines;1993;0.178533656;0.097003656;0.1026;0.0603;0.0156;0.0001;0.021062;;;;0.0001;0.0246;0.0511;-0.0815;;;;;;0
Saint Vincent & Grenadines;1994;0.197447294;0.115567294;0.1209;0.0608;0.0157;0.0001;0.039032;;;;0.0001;0.0247;0.0516;-0.0819;;;;;;0
Saint Vincent & Grenadines;1995;0.205418933;0.123178933;0.1282;0.0612;0.0159;0.0001;0.046;;;;0.0001;0.0249;0.052;-0.0822;;;;;;0
Saint Vincent & Grenadines;1996;0.208961658;0.126371658;0.1319;0.0611;0.0157;0.0002;0.049314;;;;0.0002;0.0248;0.0519;-0.0826;;;;;;0
Saint Vincent & Grenadines;1997;0.209000383;0.126050383;0.1319;0.0611;0.0158;0.0002;0.048954;;;;0.0002;0.0248;0.0518;-0.083;;;;;;0
Saint Vincent & Grenadines;1998;0.240331108;0.157031108;0.1612;0.0611;0.0177;0.0003;0.077916;;;;0.0003;0.0268;0.0518;-0.0833;;;;;;0
Saint Vincent & Grenadines;1999;0.243943833;0.160293833;0.1649;0.061;0.0177;0.0004;0.08123;;;;0.0004;0.0267;0.0517;-0.0837;;;;;;0
Saint Vincent & Grenadines;2000;0.225262559;0.141252559;0.1466;0.0607;0.0176;0.0005;0.06255;;;;0.0005;0.0263;0.0516;-0.084;;;;;;0
Saint Vincent & Grenadines;2001;0.257865576;0.203805576;0.1795;0.0603;0.0175;0.0006;0.125476;;;;0.0006;0.026;0.0515;-0.0541;;;;;;0
Saint Vincent & Grenadines;2002;0.256160594;0.201920594;0.1869;0.0597;0.0088;0.0007;0.132624;;;;0.0007;0.017;0.0513;-0.0542;;;;;;0
Saint Vincent & Grenadines;2003;0.265989612;0.211579612;0.1979;0.0589;0.0084;0.0008;0.143446;;;;0.0008;0.0159;0.0511;-0.0544;;;;;;0
Saint Vincent & Grenadines;2004;0.28794063;0.23335063;0.2198;0.0588;0.0084;0.001;0.16525;;;;0.001;0.0159;0.0509;-0.0546;;;;;;0
Saint Vincent & Grenadines;2005;0.288027647;0.233257647;0.2198;0.0586;0.0085;0.0011;0.16507;;;;0.0011;0.016;0.0508;-0.0548;;;;;;0
Saint Vincent & Grenadines;2006;0.288162621;0.266342621;0.2198;0.0585;0.0085;0.0013;0.19802;;;;0.0013;0.0162;0.0506;-0.0218;;;;;;0
Saint Vincent & Grenadines;2007;0.296015596;0.274195596;0.2272;0.0586;0.0088;0.0015;0.205348;;;;0.0015;0.0167;0.0504;-0.0218;;;;;;0
Saint Vincent & Grenadines;2008;0.29985457;0.27803457;0.2308;0.0584;0.0089;0.0017;0.209012;;;;0.0017;0.0168;0.0502;-0.0218;;;;;;0
Saint Vincent & Grenadines;2009;0.300309544;0.278489544;0.2308;0.0585;0.0092;0.0018;0.209012;;;;0.0018;0.0173;0.0501;-0.0218;;;;;;0
Saint Vincent & Grenadines;2010;0.303578518;0.281758518;0.2345;0.0582;0.0089;0.002;0.212676;;;;0.002;0.0169;0.0499;-0.0218;;;;;;0
Saint Vincent & Grenadines;2011;0.307059622;0.285239622;0.2382;0.058;0.0087;0.0023;0.21634;;;;0.0023;0.0166;0.0497;-0.0218;;;;;;0
Saint Vincent & Grenadines;2012;0.336896726;0.315076726;0.2689;0.0573;0.0082;0.0025;0.24704;;;;;0.0157;0.0496;-0.0218;;;;;;0
Samoa;1990;0.353988449;0.365448449;0.1246;0.1904;0.039;0;0.134106;0.191712442;0.039620007;;0;0.1287;0.1002;0.0115;;;;;;0
Samoa;1991;0.354525335;-0.456344665;0.1246;0.1905;0.0394;0;-0.688214;0.191884128;0.039951574;;0;0.1288;0.1007;-0.8109;;;;;;0
Samoa;1992;0.35457622;-0.45569378;0.1282;0.188;0.0383;0.0001;-0.68395;0.189325815;0.038863141;;0.0001;0.1247;0.1011;-0.8103;;;;;;0
Samoa;1993;0.358313105;-0.451346895;0.1282;0.1907;0.0393;0.0001;-0.68335;0.192037501;0.039854708;;0.0001;0.1279;0.1016;-0.8097;;;;;;0
Samoa;1994;0.353861991;-0.455198009;0.1209;0.1927;0.0401;0.0001;-0.690078;0.194049187;0.040686274;;0.0001;0.1303;0.1021;-0.8091;;;;;;0
Samoa;1995;0.361920876;-0.446539124;0.1319;0.1904;0.0395;0.0002;-0.678476;0.191720874;0.040047841;;0.0002;0.1269;0.1025;-0.8085;;;;;;0
Samoa;1996;0.362846702;-0.445073298;0.1319;0.1911;0.0395;0.0003;-0.677876;0.192367278;0.040107686;;0.0003;0.1269;0.1033;-0.8079;;;;;;0
Samoa;1997;0.363802528;-0.443517472;0.1319;0.1918;0.0396;0.0005;-0.677276;0.193103683;0.040167531;;0.0005;0.127;0.104;-0.8073;;;;;;0
Samoa;1998;0.366568354;-0.437801646;0.1319;0.1936;0.0404;0.0006;-0.676676;0.196550087;0.041667375;;0.0006;0.1289;0.1047;-0.8044;;;;;;0
Samoa;1999;0.38151218;-0.42440782;0.1392;0.1946;0.0469;0.0008;-0.668748;0.195996491;0.04752722;;0.0008;0.1356;0.1055;-0.8059;;;;;;0
Samoa;2000;0.397948006;-0.409041994;0.1392;0.1963;0.0614;0.001;-0.668148;0.196592896;0.061547065;;0.001;0.1511;0.1062;-0.807;;;;;;0
Samoa;2001;0.417564903;0.430104903;0.1429;0.207;0.0664;0.0013;0.155436;0.207028576;0.066380526;;0.0013;0.166;0.107;0.0125;;;;;;0
Samoa;2002;0.3963078;0.4088478;0.1429;0.2079;0.044;0.0016;0.155436;0.207874257;0.043983988;;0.0016;0.1436;0.1078;0.0125;;;;;;0
Samoa;2003;0.406838697;0.422708697;0.1502;0.21;0.0448;0.0018;0.162764;0.212319937;0.045777449;;0.0018;0.1457;0.1086;0.0159;;;;;;0
Samoa;2004;0.421103594;0.433643594;0.1612;0.2121;0.0456;0.0021;0.173756;0.212145618;0.045600911;;0.0021;0.1479;0.1094;0.0125;;;;;;0
Samoa;2005;0.429574492;0.442114492;0.1685;0.2129;0.0457;0.0024;0.181084;0.212911298;0.045684372;;0.0024;0.1479;0.1102;0.0125;;;;;;0
Samoa;2006;0.438235662;0.388075662;0.1759;0.2138;0.0458;0.0028;0.125712;0.213775041;0.045760494;;0.0028;0.148;0.111;-0.0502;;;;;;0
Samoa;2007;0.450650833;0.400490833;0.1869;0.2146;0.0459;0.0032;0.136704;0.214628783;0.045936615;;0.0032;0.1482;0.1119;-0.0502;;;;;;0
Samoa;2008;0.455708004;0.405548004;0.1905;0.2155;0.046;0.0036;0.140368;0.215522526;0.046042736;;0.0036;0.1483;0.1127;-0.0502;;;;;;0
Samoa;2009;0.464319175;0.414159175;0.1979;0.2164;0.046;0.004;0.147696;0.216436268;0.046018857;;0.004;0.1484;0.1135;-0.0502;;;;;;0
Samoa;2010;0.472600346;0.422440346;0.2052;0.217;0.046;0.0044;0.155024;0.217020011;0.045994979;;0.0044;0.1481;0.1144;-0.0502;;;;;;0
Samoa;2011;0.503142065;0.471982065;0.2345;0.2177;0.046;0.0049;0.184336;0.230987535;0.051737369;;0.0049;0.148;0.1151;-0.0312;;;;;;0
Samoa;2012;0.430875784;0.380715784;0.161;0.2185;0.046;0.0054;0.11083;0.21845506;0.04598976;;;0.148;0.1158;-0.0502;;;;;;0
Sao Tome & Principe;1990;0.09406085;0.09406085;0.0476;0.0332;0.0132;0;0.047632;0.033237342;0.013191508;;0;0.0077;0.0082;0;;;;;;0
Sao Tome & Principe;1991;0.097038767;0.097038767;0.0476;0.0356;0.0138;0;0.047632;0.035578172;0.013820156;;0;0.0082;0.0083;0;;;;;;0
Sao Tome & Principe;1992;0.099996684;0.099996684;0.0476;0.0379;0.0144;0;0.047632;0.037929001;0.014418804;;0;0.0086;0.0085;0;;;;;;0
Sao Tome & Principe;1993;0.102204601;0.102204601;0.0476;0.0402;0.0144;0;0.047632;0.040179831;0.014367452;;0;0.0083;0.0086;0;;;;;;0
Sao Tome & Principe;1994;0.104882517;0.104882517;0.0476;0.0425;0.0147;0;0.047632;0.04249066;0.0147261;;0;0.0085;0.0088;0;;;;;;0
Sao Tome & Principe;1995;0.107510434;0.107510434;0.0476;0.0448;0.015;0;0.047632;0.04480149;0.015034748;;0;0.0086;0.0089;0;;;;;;0
Sao Tome & Principe;1996;0.107429752;0.107429752;0.0476;0.0442;0.0155;0.0001;0.047632;0.044231929;0.015483101;;0.0001;0.0089;0.0091;0;;;;;;0
Sao Tome & Principe;1997;0.107289069;0.107289069;0.0476;0.0436;0.0159;0.0001;0.047632;0.043642367;0.015891455;;0.0001;0.009;0.0093;0;;;;;;0
Sao Tome & Principe;1998;0.106918386;0.106918386;0.0476;0.043;0.0161;0.0002;0.047632;0.042992806;0.016129808;;0.0002;0.009;0.0095;0;;;;;;0
Sao Tome & Principe;1999;0.106817704;0.106817704;0.0476;0.0424;0.0166;0.0002;0.047632;0.042413245;0.016568161;;0.0002;0.0092;0.0097;0;;;;;;0
Sao Tome & Principe;2000;0.107037021;0.107037021;0.0476;0.0419;0.0173;0.0002;0.047632;0.041903683;0.017256515;;0.0002;0.0097;0.0099;0;;;;;;0
Sao Tome & Principe;2001;0.111685085;0.111685085;0.0513;0.0418;0.0183;0.0003;0.051296;0.041810467;0.018261119;;0.0003;0.0104;0.0101;0;;;;;;0
Sao Tome & Principe;2002;0.120257149;0.120257149;0.0586;0.0419;0.0194;0.0004;0.058624;0.04186725;0.019375724;;0.0004;0.0114;0.0103;0;;;;;;0
Sao Tome & Principe;2003;0.128599213;0.128599213;0.066;0.0419;0.0203;0.0005;0.065952;0.041884033;0.020300329;;0.0005;0.0121;0.0105;0;;;;;;0
Sao Tome & Principe;2004;0.135821276;0.135821276;0.0733;0.0412;0.0208;0.0005;0.07328;0.041180816;0.020824934;;0.0005;0.0118;0.0108;0;;;;;;0
Sao Tome & Principe;2005;0.13973934;0.13973934;0.0769;0.0407;0.0215;0.0006;0.076944;0.0407076;0.021479538;;0.0006;0.0118;0.011;0;;;;;;0
Sao Tome & Principe;2006;0.147969739;0.147969739;0.0843;0.0412;0.0218;0.0007;0.084272;0.041155097;0.021832602;;0.0007;0.0114;0.0112;0;;;;;;0
Sao Tome & Principe;2007;0.149642139;0.149642139;0.0843;0.0418;0.0227;0.0008;0.084272;0.041822594;0.022735666;;0.0008;0.0119;0.0115;0;;;;;;0
Sao Tome & Principe;2008;0.151564538;0.151564538;0.0843;0.0425;0.0238;0.0009;0.084272;0.042530092;0.02384873;;0.0009;0.0126;0.0117;0;;;;;;0
Sao Tome & Principe;2009;0.160754938;0.160754938;0.0916;0.0433;0.0248;0.001;0.0916;0.043337589;0.024801794;;0.001;0.0133;0.012;0;;;;;;0
Sao Tome & Principe;2010;0.168915337;0.168915337;0.0989;0.0439;0.025;0.0011;0.098928;0.043875086;0.024994858;;0.0011;0.0129;0.0122;0;;;;;;0
Sao Tome & Principe;2011;0.173911437;0.173911437;0.1026;0.0444;0.0256;0.0013;0.102592;0.044410489;0.025637619;;0.0013;0.0132;0.0125;0;;;;;;0
Sao Tome & Principe;2012;0.210871537;0.210871537;0.1378;0.0451;0.0265;0.0014;0.13784;0.045115893;0.02649038;;;0.0139;0.0127;0;;;;;;0
Saudi Arabia;1990;1.875.249.114;1.875.249.114;1.665.249;163.707;44.993;0.1301;166.524.898;1.637.068.876;4.499.267.642;1.626.627;63.111;52.164;133.347;0;10.53;71.13;28.52;48.9;30.231;110.897
Saudi Arabia;1991;2.094.620.175;2.094.620.175;1.870.607;175.338;47.138;0.1538;187.060.684;1.753.376.515;4.713.814.349;1.840.625;6.023;54.585;139.081;0;13.18;74.79;28.86;50.94;35.254;259.471
Saudi Arabia;1992;2.243.515.796;2.243.515.796;2.005.855;187.084;48.802;0.1775;200.585.526;1.870.840.154;4.880.201.056;196.185;80.213;56.639;144.814;0;13.77;81.28;33.72;53.97;32.577;239.572
Saudi Arabia;1993;2.326.467.177;2.326.467.177;2.078.877;198.596;46.983;0.2011;207.887.654;1.985.959.793;4.698.317.763;2.040.669;80.373;54.977;150.548;0;13.52;89.1;33.42;56.85;34.901;212.068
Saudi Arabia;1994;2.452.349.538;2.452.349.538;2.195.434;210.318;44.349;0.2248;21.954.342;2.103.181.432;4.434.874.469;2.164.118;79.141;52.709;156.281;0;12.12;91.09;38.8;60.61;36.324;222.793
Saudi Arabia;1995;250.007.754;250.007.754;2.235.395;221.531;40.667;0.2485;2.235.395;2.215.305.071;4.066.661.176;220.592;83.259;48.884;162.015;0;11.65;94.52;41.55;53.58;35.848;273.572
Saudi Arabia;1996;2.635.119.706;2.635.119.706;2.356.242;232.839;42.175;0.3863;23.562.416;2.328.392.566;4.217.549.148;2.329.056;87.968;50.347;167.749;0;10.85;97.6;47.89;56.29;3.697;274.286
Saudi Arabia;1997;2.463.430.933;2.463.430.933;2.169.547;243.851;44.792;0.5241;216.954.706;243.850.706;447.918.712;2.153.015;84.213;52.621;173.482;0;11.45;102.95;44.36;57.13;37.692;70.923
Saudi Arabia;1998;262.695.092;262.695.092;2.319.799;254.243;4.629;0.6619;231.979.908;2.542.428.555;4.628.975.092;2.307.112;87.566;53.157;179.216;0;11.54;110;51.08;57.32;38.914;84.198
Saudi Arabia;1999;2.681.023.866;2.681.023.866;2.362.448;26.409;46.489;0.7997;236.244.766;2.640.899.049;4.648.913.064;2.352.709;91.616;51.849;184.949;0;11.94;112.28;54.58;57.54;39.636;69.074
Saudi Arabia;2000;2.797.042.593;2.797.042.593;2.463.221;275.857;4.859;0.9375;246.322.112;2.758.568.543;4.858.951.036;245.003;101.967;54.363;190.683;0;12.45;117.19;55.44;60.32;41.458;79.072
Saudi Arabia;2001;2.866.014.551;2.866.014.551;2.519.589;283.988;49.917;12.521;251.958.902;2.839.879.785;4.991.662.943;2.496.922;117.571;55.572;196.051;0;12.21;119.69;56.17;62.08;41.996;75.526
Saudi Arabia;2002;3.039.806.669;3.039.806.669;2.689.526;291.866;42.748;15.667;268.952.598;2.918.660.027;427.479.485;2.656.204;134.053;48.031;201.418;0;12.46;125.27;62.46;65.74;43.333;78.171
Saudi Arabia;2003;3.173.843.508;3.173.843.508;280.171;299.913;53.407;18.813;280.171.036;299.913.227;5.340.736.758;2.767.184;141.486;58.488;206.786;0;12.41;131.63;64.73;67.98;44.971;78.812
Saudi Arabia;2004;3.354.809.486;3.354.809.486;2.969.786;30.921;53.855;21.958;296.978.638;3.092.101.512;5.385.458.665;2.931.786;150.787;59.983;212.153;0;12.74;140.26;68.54;71.43;46.209;83.277
