Cite as: CAIT Climate Data Explorer. 2015. Washington; DC: World Resources Institute. Available online at:•À_http://cait.wri.org.•À_ Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014; FAOSTAT Emissions Database. Any use of CO2•À_emissions from fuel combustion data should be cited as CO2•À_Emissions from Fuel Combustion; •À_OECD/IEA; 2014.;;;;;;;;;;;;;;;;;
;;Total GHG;;Emissions by Gas excluding LUCF;;;;Emissions by Gas including LUCF;;;Emissions by Sector;;;;;;Emissions by Energy Sub-Sector;;;;
Country;Year;Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e);Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?);Total CO2 (excluding Land-Use Change and Forestry) (MtCO2);Total CH4 (MtCO2e);Total N2O (MtCO2e);Total F-Gas (MtCO2e);Total CO2 (including Land-Use Change and Forestry) (MtCO2);Total CH4 (including Land-Use Change and Forestry) (MtCO2e);Total N2O (including Land-Use Change and Forestry) (MtCO2e);Energy (MtCO2e);Industrial Processes (MtCO2e);Agriculture (MtCO2e);Waste (MtCO2e);Land-Use Change and Forestry (MtCO2);Bunker Fuels (MtCO2);Electricity/Heat (MtCO2);Manufacturing/Construction (MtCO2);Transportation (MtCO2);Other Fuel Combustion (MtCO2e);Fugitive Emissions (MtCO2e)
Saudi Arabia;2005;3.520.823.064;3.520.823.064;3.126.536;317.489;51.694;25.104;31.265.359;3.174.888.754;5.169.410.572;308.811;157.341;57.851;217.521;0;12.53;150.32;70.01;74.98;49.547;85.463
Saudi Arabia;2006;3.700.850.906;3.700.850.906;3.298.377;319.858;54.349;28.267;32.983.767;3.198.581.762;5.434.908.606;3.254.057;16.545;59.105;222.139;0;13.72;157.36;73.96;81.03;48.649;81.908
Saudi Arabia;2007;3.888.665.448;3.888.665.448;347.707;323.307;56.859;3.143;34.770.703;323.306.777;568.586.664;3.415.516;185.101;61.293;226.757;0;14.39;157.59;80.35;90.37;4.945;82.965
Saudi Arabia;2008;4.183.338.209;4.183.338.209;3.773.578;324.509;50.659;34.592;377.357.792;3.245.087.778;5.065.904.673;3.703.821;195.518;52.525;231.374;0;15.03;172.14;87.69;97.58;51.552;78.169
Saudi Arabia;2009;4.377.416.891;4.377.416.891;3.967.981;325.871;45.809;37.755;396.798.096;3.258.712.787;4.580.942.707;3.874.074;221.984;45.267;235.992;0;14.11;181.65;92.31;100.58;51.754;7.692
Saudi Arabia;2010;4.782.552.293;4.782.552.293;435.929;331.654;5.069;40.918;435.928.992;3.316.543.795;5.069.000.741;4.235.726;254.056;5.216;24.061;0;14.56;197.08;109.36;104.42;51.455;75.671
Saudi Arabia;2011;4.982.999.706;4.982.999.706;4.538.581;339.224;60.164;4.503;453.858.128;3.392.242.117;601.637.678;4.386.645;28.836;63.523;244.472;0;15.07;207.72;108.1;109.24;58.903;77.141
Saudi Arabia;2012;5.269.670.349;5.269.670.349;4.802.278;345.742;72.507;49.143;4.802.278.169;3.457.424.438;7.250.682.819;4.678.863;265.769;76.704;248.335;0;15.66;221.56;113.75;119.29;54.252;78.612
Senegal;1990;1.334.626.289;2.332.390.289;23.645;58.156;51.661;0;11.304.616;6.539.038.641;5.480.238.247;33.251;0.2345;82.316;15.551;99.776;0.56;0.86;0.25;0.72;14.951;0
Senegal;1991;1.362.483.272;2.202.579.272;23.692;59.626;52.924;0.0007;9.732.592;66.859.823;5.606.509.285;33.353;0.2499;8.424;16.056;8.401;0.44;0.83;0.25;0.74;1.512;0.0033
Senegal;1992;1.406.969.255;2.246.379.255;26.104;60.908;5.367;0.0014;9.967.028;681.422.596;5.681.130.323;35.656;0.3018;85.462;16.561;83.941;0.45;0.94;0.28;0.78;1.559;0.0066
Senegal;1993;1.431.421.838;2.270.145.838;25.531;62.482;55.108;0.0021;990.285;697.161.962;582.489.136;35.458;0.2952;87.666;17.066;83.872;0.35;0.95;0.28;0.75;15.559;0.0099
Senegal;1994;1.464.085.421;2.305.074.421;26.608;6.382;55.953;0.0028;10.033.132;710.543.328;5.909.382.398;36.361;0.3435;89.042;1.757;84.099;0.47;1;0.31;0.74;15.729;0.0132
Senegal;1995;1.490.509.204;2.324.910.204;28.144;64.667;56.205;0.0035;10.120.906;7.190.086.939;5.934.603.436;38.264;0.3479;89.333;18.075;8.344;0.54;1.02;0.37;0.78;16.398;0.0165
Senegal;1996;1.526.460.712;2.341.983.712;2.993;6.548;57.174;0.0062;1.032.219;7.123.963.943;596.746.683;40.551;0.4093;89.391;18.611;81.552;0.69;1.05;0.36;0.84;17.885;0.0166
Senegal;1997;155.569.022;239.608.722;3.285;65.489;5.714;0.0089;10.607.314;7.303.150.946;6.041.470.224;44.439;0.434;87.642;19.148;8.404;0.71;1.16;0.4;0.91;19.572;0.0167
Senegal;1998;1.588.582.329;2.523.050.329;36.783;64.829;5.713;0.0117;10.993.734;789.780.795;6.327.303.618;48.827;0.51;85.248;19.684;93.447;0.79;1.22;0.49;1.01;21.459;0.0168
Senegal;1999;1.708.290.437;2.738.383.437;40.383;68.382;61.921;0.0144;11.346.874;8.924.624.953;7.097.957.012;53.615;0.5127;91.867;2.022;103.009;0.79;1.3;0.6;1.09;23.546;0.0169
Senegal;2000;1.833.340.945;2.753.633.945;42.268;72.808;68.087;0.0171;11.528.558;8.606.431.957;7.384.240.406;54.903;0.6839;100.735;20.756;92.029;1.05;1.48;0.51;1.16;23.233;0.017
Senegal;2001;1.987.139.647;2.739.970.647;46.458;77.683;74.356;0.0217;11.245.406;8.415.795.903;7.716.779.964;59.263;0.7875;110.197;21.379;75.283;0.89;1.64;0.68;1.16;24.295;0.0168
Senegal;2002;1.873.394.949;2.595.134.949;47.744;71.771;67.561;0.0263;1.137.424;760.770.985;6.943.069.521;60.923;0.8507;95.807;22.002;72.174;0.73;1.52;0.73;1.27;25.557;0.0166
Senegal;2003;1.784.946.852;2.493.133.852;46.727;68.533;62.925;0.0309;1.127.277;7.189.273.797;6.438.349.079;60.883;0.8737;8.625;22.625;70.819;0.93;1.39;0.59;1.39;27.019;0.0164
Senegal;2004;2.038.562.754;2.755.250.754;56.708;7.495;71.842;0.0356;1.227.105;7.890.107.743;7.355.788.636;68.443;12.264;99.902;23.247;71.669;1;1.56;0.91;1.5;28.582;0.0162
Senegal;2005;2.119.599.456;2.835.401.456;5.958;77.429;74.548;0.0402;12.558.508;813.169.169;7.623.638.194;71.203;13.482;103.404;2.387;7.158;1.1;1.92;0.77;1.45;29.644;0.016
Senegal;2006;2.152.981.661;2.853.668.661;58.863;79.689;7.628;0.0467;11.782.058;8.743.582.333;796.439.366;69.669;14.829;106.227;24.572;70.069;1.04;1.85;0.58;1.54;29.801;0.0168
Senegal;2007;2.138.405.666;2.813.896.666;65.419;76.474;71.417;0.0531;12.408.376;8.266.852.976;7.410.609.127;75.335;1.625;96.981;25.274;67.549;1.25;1.72;0.83;2.01;29.558;0.0177
Senegal;2008;2.256.049.871;2.912.013.871;67.552;80.989;76.468;0.0596;12.621.906;8.582.063.619;7.856.564.593;78.301;15.948;10.538;25.976;65.596;1.23;1.77;0.88;2.16;30.015;0.0186
Senegal;2009;2.262.999.276;2.907.892.276;70.061;80.184;75.394;0.0661;12.872.988;8.424.254.261;771.560.006;80.067;17.222;102.333;26.678;64.489;0.82;2.09;0.94;1.93;30.272;0.0195
Senegal;2010;2.437.959.881;3.095.645.881;74.562;85.808;82.701;0.0726;13.323.232;9.075.724.904;8.484.955.526;81.333;20.987;114.095;2.738;65.769;0.89;2.1;0.91;2.04;3.063;0.0203
Senegal;2011;2.470.009.654;3.164.828.654;77.432;86.204;82.563;0.0801;13.610.426;9.374.129.594;8.583.589.155;85.008;20.734;113.218;28.141;69.482;0.9;1.99;1.23;2.18;30.795;0.0213
Senegal;2012;2.166.165.426;2.811.860.426;5.64;82.748;76.591;0.0877;1.150.738;8.685.884.283;7.837.602.784;84.083;;102.654;28.902;6.457;0.84;2.11;1.11;2.08;30.861;0.0222
Serbia;1990;6.916.737.102;6.916.737.102;627.396;;;0.0786;;;;647.168;19.781;;24.725;;0.43;39.7;10.16;4.42;79.836;24.532
Serbia;1991;5.942.814.886;5.942.814.886;53.004;;;0.0754;;;;550.009;18.625;;25.647;;0.3;35.24;7.5;3.16;66.562;24.447
Serbia;1992;549.754.014;549.754.014;485.549;;;0.0721;;;;483.089;15.734;;26.569;;0.18;33.63;7.54;2.24;48.989;
Serbia;1993;4.914.911.829;4.914.911.829;427.323;;;0.0689;;;;429.015;10.608;;27.491;;0.05;30.93;4.6;2.67;47.015;
Serbia;1994;4.562.563.518;4.562.563.518;392.124;;;0.0656;;;;390.842;1.281;;28.414;;0.04;28.29;4.05;2.6;41.442;
Serbia;1995;5.124.597.608;5.124.597.608;448.364;;;0.0624;;;;446.168;1.285;;29.336;;0.11;35.77;3.34;2.7;28.068;
Serbia;1996;5.870.262.446;5.870.262.446;522.692;;;0.0743;;;;517.867;15.433;;29.835;;0.18;34.82;7.94;4.54;44.867;
Serbia;1997;6.325.752.885;6.325.752.885;568.003;;;0.0862;;;;564.065;14.498;;30.335;;0.19;37.74;8.02;6.25;43.965;
Serbia;1998;6.326.227.323;6.326.227.323;567.812;;;0.0981;;;;562.664;15.761;;30.835;;0.2;37.39;9.5;4.85;45.264;
Serbia;1999;4.690.901.762;4.690.901.762;404.041;;;0.1101;;;;402.063;12.445;;31.334;;0.09;27.97;5.51;2.56;41.663;
Serbia;2000;50.093.986;50.093.986;435.652;;;0.122;;;;430.761;15.211;;31.834;;0.09;31.51;5.48;2.3;37.861;
Serbia;2001;5.245.698.733;5.245.698.733;458.655;;;0.1552;;;;452.458;17.534;;31.748;;0.14;31.06;6.43;3.66;40.958;
Serbia;2002;5.603.877.265;5.603.877.265;493.845;;;0.1884;;;;487.656;18.244;;31.663;;0.17;32.55;6.86;4.44;49.156;
Serbia;2003;5.948.033.397;5.948.033.397;527.632;;;0.2216;;;;522.953;17.452;;31.577;;0.19;34.07;8.18;4.87;51.753;
Serbia;2004;641.108.873;641.108.873;57.331;;;0.2548;;;;56.565;2.135;;31.492;;0.14;35.14;10.07;6.21;5.145;
Serbia;2005;5.735.198.462;5.735.198.462;505.093;;;0.288;;;;497.247;22.354;;31.406;;0.15;32.39;7.27;6.49;35.747;
Serbia;2006;6.591.326.667;6.591.642.667;530.922;83.301;41.766;0.3144;530.954;83.300.828;4.176.590.778;541.893;23.634;62.331;31.275;0.0032;0.16;34.19;8.39;7.02;25.705;20.187
Serbia;2007;6.420.326.473;-0.814365273;512.182;80.745;45.698;0.3407;-13.943.708;8.153.909.067;4.634.692.365;520.326;24.144;66.519;31.143;-650.176;0.14;30.69;8.6;5.49;54.664;17.862
Serbia;2008;6.229.753.678;-4.886.053.219;501.611;77.452;40.241;0.3671;-17.023.962;7.746.055.334;4.024.723.953;505.859;25.424;60.581;31.011;-671.836;0.15;30.32;8.08;6.77;38.622;15.537
Serbia;2009;5.917.003.483;-1.003.845.517;467.406;73.379;4.698;0.3935;-2.246.785;7.337.861.601;469.801.554;472.592;22.271;66.058;30.879;-692.085;0.12;31.74;4.5;6.3;3.398;13.212
Serbia;2010;5.846.224.489;-1.276.875.511;471.393;70.182;38.848;0.4199;-24.092.426;7.018.657.868;3.885.117.128;474.626;21.609;5.754;30.748;-71.231;0.12;30.89;5.45;6.34;36.938;10.887
Serbia;2011;6.254.756.338;-1.069.422.662;511.247;69.684;40.069;0.4476;-22.130.212;6.975.594.288;4.012.812.446;515.003;2.175;58.116;30.607;-732.418;0.14;33.97;6.15;5.72;45.558;11.044
Serbia;2012;5.619.579.987;-1.900.752.013;44.09;70.135;4.617;0.4753;-3.118.829;7.054.780.708;4.650.727.764;45.828;;64.521;30.466;-752.033;0.13;30.83;5.02;5.05;38.079;11.201
Seychelles;1990;0.172345689;0.172345689;0.1136;0.0504;0.0084;0;0.113584;;;;0;0.0113;0.0474;0;;;;;;0
Seychelles;1991;0.202570628;0.202570628;0.1429;0.0511;0.0086;0;0.142896;;;;0;0.0116;0.0479;0;;;;;;0
Seychelles;1992;0.224537567;0.224537567;0.1649;0.0515;0.0081;0;0.16488;;;;0;0.011;0.0485;0;;;;;;0
Seychelles;1993;0.221756506;0.221756506;0.1612;0.052;0.0085;0;0.161216;;;;0;0.0113;0.049;0;;;;;;0
Seychelles;1994;0.248447446;0.248447446;0.1869;0.0525;0.0091;0;0.186864;;;;0;0.0118;0.0496;0;;;;;;0
Seychelles;1995;0.249360385;0.249360385;0.1869;0.0529;0.0096;0;0.186864;;;;0;0.0121;0.0501;0;;;;;;0
Seychelles;1996;0.256466807;0.256466807;0.1942;0.0532;0.009;0.0001;0.194192;;;;0.0001;0.0113;0.0507;0;;;;;;0
Seychelles;1997;0.470327229;0.470327229;0.4067;0.0537;0.0098;0.0001;0.406704;;;;0.0001;0.0121;0.0513;0;;;;;;0
Seychelles;1998;0.495893651;0.495893651;0.4324;0.0541;0.0093;0.0001;0.432352;;;;0.0001;0.0114;0.0518;0;;;;;;0
Seychelles;1999;0.569732073;0.569732073;0.5056;0.0546;0.0093;0.0002;0.505632;;;;0.0002;0.0113;0.0524;0;;;;;;0
Seychelles;2000;0.621726495;0.621726495;0.5569;0.0551;0.0095;0.0002;0.556928;;;;0.0002;0.0114;0.053;0;;;;;;0
Seychelles;2001;0.698733362;0.698733362;0.6339;0.0555;0.0091;0.0003;0.633872;;;;0.0003;0.0108;0.0536;0;;;;;;0
Seychelles;2002;0.600792229;0.600792229;0.5386;0.0557;0.0061;0.0003;0.538608;;;;0.0003;0.0074;0.0543;0;;;;;;0
Seychelles;2003;0.612847096;0.612847096;0.5496;0.0563;0.0066;0.0004;0.5496;;;;0.0004;0.0078;0.0549;0;;;;;;0
Seychelles;2004;0.799383963;0.799383963;0.7365;0.0567;0.0058;0.0005;0.736464;;;;0.0005;0.0068;0.0555;0;;;;;;0
Seychelles;2005;0.75230483;0.75230483;0.6888;0.0571;0.0058;0.0005;0.688832;;;;0.0005;0.0066;0.0562;0;;;;;;0
Seychelles;2006;0.796681863;0.796681863;0.7328;0.0576;0.0057;0.0006;0.7328;;;;0.0006;0.0063;0.0568;0;;;;;;0
Seychelles;2007;0.706230896;0.706230896;0.6412;0.0583;0.006;0.0007;0.6412;;;;0.0007;0.0068;0.0574;0;;;;;;0
Seychelles;2008;0.757305929;0.757305929;0.6925;0.0586;0.0054;0.0008;0.692496;;;;0.0008;0.0059;0.058;0;;;;;;0
Seychelles;2009;0.804736963;0.804736963;0.7401;0.059;0.0047;0.0009;0.740128;;;;0.0009;0.005;0.0586;0;;;;;;0
Seychelles;2010;0.753699996;0.753699996;0.6888;0.0595;0.0044;0.001;0.688832;;;;0.001;0.0045;0.0592;0;;;;;;0
Seychelles;2011;0.663188918;0.663188918;0.5972;0.06;0.0049;0.0011;0.597232;;;;0.0011;0.0049;0.0597;0;;;;;;0
Seychelles;2012;137.143.584;137.143.584;13.043;0.0606;0.0053;0.0013;13.043;;;;;0.0054;0.0603;0;;;;;;0
Sierra Leone;1990;3.743.659.975;9.617.079.975;0.3884;28.133;0.5419;0;6.120.304;2.911.987.707;0.584788268;;0;15.578;17.975;58.734;;;;;;0
Sierra Leone;1991;3.805.532.222;9.641.252.222;0.469;27.987;0.5374;0.0005;6.163.222;289.734.415;0.580243642;;0.0005;15.267;18.094;58.357;;;;;;0
Sierra Leone;1992;3.651.284.469;9.487.034.469;0.2931;28.067;0.5506;0.0009;598.737;2.905.350.593;0.593409015;;0.0009;15.359;18.214;58.358;;;;;;0
Sierra Leone;1993;3.730.634.717;9.566.404.717;0.2895;28.729;0.5669;0.0014;5.983.726;2.971.577.036;0.609744389;;0.0014;16.065;18.333;58.358;;;;;;0
Sierra Leone;1994;3.766.602.964;9.602.392.964;0.3481;28.402;0.5765;0.0018;604.238;2.938.893.479;0.619319763;;0.0531;15.715;18.452;58.358;;;;;;0
Sierra Leone;1995;3.686.571.211;9.522.391.211;0.3517;27.706;0.5619;0.0023;6.046.064;2.869.279.922;0.604785136;;0.0536;14.754;18.571;58.358;;;;;;0
Sierra Leone;1996;3.648.759.546;9.416.049.546;0.3847;27.296;0.5299;0.0045;607.907;2.780.505.309;0.551944065;;0.0851;14.172;18.423;57.673;;;;;;0
Sierra Leone;1997;363.110.988;943.022.988;0.392;27.194;0.5129;0.0068;6.086.418;2.792.420.697;0.544592994;;0.0874;14.048;18.275;57.991;;;;;;0
Sierra Leone;1998;3.516.214.214;9.443.714.214;0.3664;26.551;0.4856;0.0091;606.079;2.817.686.085;0.556171923;;0.0604;13.281;18.126;59.275;;;;;;0
Sierra Leone;1999;3.349.000.549;9.208.860.549;0.3517;25.175;0.4684;0.0113;6.046.164;2.632.861.472;0.518500852;;0.0333;11.881;17.978;58.599;;;;;;0
Sierra Leone;2000;3.336.182.883;9.183.052.883;0.425;24.546;0.4429;0.0136;6.119.464;256.091.686;0.489069781;;0.0502;11.146;17.829;58.469;;;;;;0
Sierra Leone;2001;3.627.374.464;9.376.794.464;0.5679;26.267;0.4151;0.0177;626.597;266.248.572;0.430649741;;0.0726;12.084;18.333;57.494;;;;;;0
Sierra Leone;2002;3.952.870.046;9.697.610.046;0.6046;28.636;0.4629;0.0218;630.258;289.621.458;0.477029702;;0.0951;14.428;18.837;57.447;;;;;;0
Sierra Leone;2003;4.147.187.627;9.917.077.627;0.6522;29.705;0.4986;0.0259;6.350.192;302.065.344;0.520379662;;0.1101;1.535;1.934;57.699;;;;;;0.0001
Sierra Leone;2004;4.385.681.208;1.016.607.121;0.6412;31.833;0.5312;0.0299;633.917;32.407.523;0.556199622;;0.1179;1.73;19.844;57.804;;;;;;0.0001
Sierra Leone;2005;4.547.212.789;1.026.477.279;0.5459;34.082;0.559;0.034;6.243.886;342.186.116;0.564989582;;0.1183;19.324;20.348;57.176;;;;;;0.0001
Sierra Leone;2006;5.223.825.211;1.105.328.521;0.7328;3.728;0.7233;0.0397;642.331;3.824.863.202;0.765387866;;0.157;23.649;20.861;58.295;;;;;;0.0003
Sierra Leone;2007;4.699.473.632;1.047.329.363;0.6412;33.419;0.6709;0.0454;633.179;3.399.975.243;0.696146149;;0.17;1.875;21.374;57.738;;;;;;0.0005
Sierra Leone;2008;5.022.876.054;1.084.893.605;0.6632;35.406;0.768;0.0511;6.353.854;3.634.997.285;0.809024432;;0.1793;21.192;21.887;58.261;;;;;;0.0007
Sierra Leone;2009;5.122.992.475;1.095.923.247;0.6522;3.647;0.7671;0.0567;6.342.942;3.748.449.327;0.811102716;;0.174;21.731;2.24;58.362;;;;;;0.0009
Sierra Leone;2010;5.384.320.896;111.052.209;0.7255;37.988;0.7976;0.0624;6.416.302;3.819.771.368;0.806730999;;0.2127;2.304;22.913;57.209;;;;;;0.0011
Sierra Leone;2011;5.861.686.861;1.159.605.686;0.8977;4.008;0.8866;0.0694;658.858;4.038.359.515;0.89973722;;0.2233;25.486;2.345;57.344;;;;;;0.0011
Sierra Leone;2012;6.497.744.826;1.301.684.483;13.112;41.404;0.9697;0.0763;70.022;4.717.867.663;122.044.344;;;27.105;23.986;65.191;;;;;;0.0011
Singapore;1990;3.227.654.535;3.227.498.535;311.733;0.6395;0.2438;0.22;31.171.728;0.639485136;0.243808323;303.922;11.433;0.1009;0.6402;-0.0016;39.5;23.19;1.72;4.03;14.522;0
Singapore;1991;3.405.292.803;3.405.136.803;327.866;0.671;0.3658;0.2295;32.785.008;0.671024165;0.365851609;319.498;13.431;0.0871;0.6729;-0.0016;36.79;24;1.68;4.88;13.806;0.0092
Singapore;1992;349.264.447;349.248.847;334.953;0.7026;0.4895;0.239;33.493.712;0.702633195;0.489534896;327.175;14.184;0.075;0.7056;-0.0016;44.6;25.58;1.53;4.71;0.8791;0.0184
Singapore;1993;4.045.126.537;4.044.970.537;388.539;0.7343;0.6145;0.2485;3.885.232;0.734362224;0.614498182;375.551;20.836;0.0642;0.7384;-0.0016;41.84;30.31;1.64;4.67;0.9076;0.0275
Singapore;1994;4.258.132.604;4.257.976.604;407.962;0.7796;0.7475;0.258;40.794.608;0.779591254;0.747521469;394.527;22.724;0.0751;0.7711;-0.0016;43.46;31.67;1.74;5.08;0.926;0.0367
Singapore;1995;4.266.237.071;4.266.081.071;406.938;0.8214;0.8795;0.2676;4.069.224;0.821470283;0.879534755;393.304;24.466;0.0816;0.8038;-0.0016;43.09;30.95;1.95;5.59;0.7945;0.0459
Singapore;1996;4.422.821.475;4.422.666.475;418.851;0.9694;0.9009;0.4728;41.883.536;0.969404033;0.900954389;405.682;27.231;0.0798;0.8471;-0.0016;50.19;32.47;2.07;5.05;0.8254;0.1528
Singapore;1997;4.535.387.278;4.535.233.278;426.451;11.153;0.9155;0.678;42.643.536;1.115.337.783;0.915514024;414.561;29.482;0.0691;0.8904;-0.0015;57.91;32.01;3.16;5.01;10.163;0.2598
Singapore;1998;4.368.369.682;4.368.214.682;405.952;1.263;0.9424;0.8831;40.593.552;1.263.051.533;0.942403658;399.839;26.934;0.0726;0.9337;-0.0016;61.53;31.12;2.68;5.03;0.7873;0.3667
Singapore;1999;4.438.744.686;4.438.587.686;409.081;14.225;0.9685;10.883;40.906.464;1.422.555.284;0.968513293;407.418;25.814;0.0872;0.977;-0.0016;69.15;31.88;2.52;5.08;0.7882;0.4736
Singapore;2000;4.879.066.489;4.878.907.489;449.716;15.451;0.9804;12.935;44.969.984;1.545.149.034;0.980402927;451.696;25.501;0.0506;10.204;-0.0016;69.47;33.14;5.49;5.16;0.7991;0.5805
Singapore;2001;4.896.410.566;4.896.865.566;449.804;16.101;0.992;13.815;44.984.998;1.610.089.866;0.992045235;45.465;23.812;0.0487;10.592;0.0046;74.42;32.83;5.97;5.26;0.797;0.6081
Singapore;2002;4.903.578.242;4.904.033.242;448.489;17.004;10.169;14.695;44.853.478;1.700.410.699;1.016.937.543;455.604;22.819;0.0854;1.098;0.0046;74.06;31.85;6.98;5.23;0.8648;0.6356
Singapore;2003;4.673.301.118;4.673.756.118;423.433;17.654;10.668;15.575;4.234.783;1.765.431.531;1.066.809.851;431.258;23.585;0.1219;11.369;0.0046;74.58;28.21;8.22;5.25;0.7827;0.6631
Singapore;2004;4.901.103.794;4.901.558.794;44.44;18.303;10.952;16.455;4.444.455;1.830.322.364;1.095.242.159;453.012;23.875;0.1367;11.757;0.0046;85.34;29.18;9.3;5.35;0.7805;0.6906
Singapore;2005;4.745.560.471;4.746.015.471;42.72;18.953;11.069;17.335;4.272.455;1.895.273.196;1.106.874.467;436.065;24.897;0.1348;12.145;0.0046;92.05;27.01;9.65;5.54;0.6884;0.7181
Singapore;2006;4.817.595.012;4.818.118.012;43.23;19.609;11.412;18.439;4.323.523;1.960.854.743;11.412.317;441.541;26.159;0.1482;12.578;0.0052;102.1;27.02;9.99;5.75;0.6544;0.7397
Singapore;2007;4.992.828.553;4.993.351.553;44.79;20.248;11.592;19.543;4.479.523;202.484.629;1.159.168.933;457.516;2.742;0.1435;13.011;0.0052;112.37;27.56;10.77;5.95;0.7103;0.7613
Singapore;2008;4.809.706.095;4.810.229.095;42.78;20.887;11.637;20.647;4.278.523;2.088.727.837;1.163.656.165;437.492;28.682;0.1253;13.444;0.0052;123.18;27.16;9.02;6.06;0.7263;0.7829
Singapore;2009;4.955.783.636;4.956.306.636;44.07;21.527;11.601;21.751;4.407.523;2.152.699.384;1.160.053.398;450.767;29.943;0.0991;13.876;0.0052;127.28;24.87;12.01;6.63;0.7622;0.8045
Singapore;2010;5.461.015.178;5.461.538.178;48.94;22.183;11.664;22.855;4.894.523;2.218.290.931;1.166.370.631;499.643;31.205;0.0845;14.309;0.0052;142.96;27.26;14.13;6.96;0.7882;0.8261
Singapore;2011;5.635.976.176;5.636.546.176;50.33;22.826;11.993;25.479;5.033.523;2.282.893.253;1.199.448.785;514.107;33.914;0.1009;14.668;0.0057;151.35;28.85;13.97;6.96;0.7755;0.8551
Singapore;2012;5.612.079.175;5.612.602.175;49.75;23.473;12.132;28.103;4.975.523;2.347.265.574;1.213.236.938;50.857;36.623;0.0987;15.027;0.0052;151.87;28.19;14.09;6.91;0.7829;0.8842
Slovakia;1990;6.283.096.348;6.283.096.348;585.386;;;0.2714;;;;574.539;32.705;;10.059;;0;17.2;18.49;4.04;177.239;
Slovakia;1991;5.531.648.979;5.531.648.979;510.422;;;0.2475;;;;502.512;29.087;;10.358;;0;16.7;16.57;3.36;136.212;
Slovakia;1992;508.520.051;508.520.051;465.958;;;0.2237;;;;459.785;26.569;;10.656;;0;16.12;14.56;3.51;117.885;
Slovakia;1993;5.287.861.957;5.292.247.957;445.258;50.485;31.046;0.1998;4.456.913;5.048.770.404;3.104.801.422;450.369;26.315;41.147;10.955;0.0439;0;17.54;11.83;2.91;115.758;11.811
Slovakia;1994;4.951.477.204;3.962.093.204;416.547;4.735;29.492;0.1759;31.760.358;4.735.255.749;2.949.415.702;420.443;27.051;36.399;11.254;-98.938;0.1;15.84;11.92;3.32;97.531;12.112
Slovakia;1995;499.431.285;400.503.185;422.773;46.291;28.847;0.152;3.238.399;4.629.431.094;2.884.879.981;425.518;27.823;34.637;11.553;-98.928;0.12;17.38;10.71;3.76;94.604;12.414
Slovakia;1996;5.053.875.713;4.064.669.713;42.716;47.791;28.944;0.1493;32.823.474;4.779.335.997;2.894.552.555;430.358;27.077;35.309;12.642;-98.921;0.12;16.76;11.97;3.48;95.674;12.584
Slovakia;1997;5.082.234.176;4.093.121.176;430.409;48.059;28.289;0.1467;33.149.374;48.061.209;2.829.055.129;431.999;28.493;33.999;13.732;-98.911;0.11;16.74;11.77;4.06;93.545;12.754
Slovakia;1998;4.985.477.238;3.996.470.238;42.155;47.592;27.966;0.144;3.226.452;4.759.435.803;2.796.767.704;41.524;36.102;32.285;14.821;-98.901;0.09;16.08;10.44;4.13;95.815;12.925
Slovakia;1999;4.851.001.501;3.862.097.501;411.923;46.505;25.259;0.1413;31.302.878;4.650.720.707;2.526.080.278;40.558;35.942;27.567;15.911;-9.889;0.06;15.89;9.73;4.2;94.285;13.095
Slovakia;2000;4.631.852.764;3.643.087.764;388.869;47.127;25.803;0.1386;28.998.806;471.301.561;2.580.452.852;391.121;27.356;27.809;1.7;-98.877;0.08;13.86;10.88;4.02;90.256;13.265
Slovakia;2001;4.767.194.504;3.852.361.504;400.539;47.334;27.164;0.1682;3.090.543;473.352.405;2.716.438.876;401.773;28.689;28.055;18.203;-91.483;0.09;16.11;9.95;5.3;75.459;12.714
Slovakia;2002;4.732.308.645;3.815.513.645;395.605;4.792;27.727;0.1979;30.392.558;4.792.062.491;2.772.654.899;396.251;29.692;27.881;19.407;-9.168;0.14;14.63;10.51;6.09;71.762;12.189
Slovakia;2003;4.782.281.386;3.863.571.386;40.031;47.854;27.789;0.2275;30.843.882;4.785.490.931;2.778.880.922;400.405;30.659;26.555;2.061;-91.871;0.1;16.78;10.18;5.58;63.465;11.539
Slovakia;2004;4.684.455.126;3.763.798.126;388.631;47.962;29.282;0.2571;29.656.486;4.796.249.372;2.928.156.945;388.173;31.625;26.834;21.813;-92.066;0.08;15.91;9.67;5.88;62.668;10.905
Slovakia;2005;4.778.372.267;3.855.812.267;398.459;47.323;29.187;0.2867;30.620.144;4.732.447.813;2.918.822.969;395.765;34.277;24.778;23.017;-92.256;0.12;15.76;9.56;6.45;67.872;10.193
Slovakia;2006;4.699.503.757;4.059.209.757;392.615;47.406;26.836;0.3093;32.858.586;4.740.662.319;2.683.580.021;389.551;32.386;24.751;23.362;-64.029;0.12;15.37;9.64;6.06;6.846;10.391
Slovakia;2007;4.624.379.847;3.984.414.847;387.735;47.346;24.039;0.3318;32.369.134;4.737.196.824;2.405.987.074;383.953;30.642;24.135;23.707;-63.997;0.15;14.6;9.69;6.63;64.048;10.705
